"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","below_below_below_below_superkingdom","below_below_below_below_below_superkingdom","phylum","below_phylum","below_below_phylum","subphylum","class","below_class","below_below_class","below_below_below_class","subclass","order","below_order","below_below_order","suborder","family","below_family","below_below_family","below_below_below_family","subfamily","tribe","genus","below_genus","subgenus","species_group","species_subgroup","species","below_species","below_below_species","below_below_below_species","subspecies","below_subspecies"
"1620421","274591","species","Hoeflea sp. IMCC20628","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","69277","","","","","","274591","","","","","1620421","","","","",""
"61171","61170","species","Holdemania filiformis","1","131567","2","1783272","","","","","1239","","","","526524","","","","","526525","","","","128827","","","","","","61170","","","","","61171","","","","",""
"1468449","61170","species","Holdemania massiliensis","1","131567","2","1783272","","","","","1239","","","","526524","","","","","526525","","","","128827","","","","","","61170","","","","","1468449","","","","",""
"35839","35838","species","Holophaga foetida","1","131567","2","","","","","","57723","","","","533205","","","","","574975","","","","574976","","","","","","35838","","","","","35839","","","","",""
"431043","44747","species","Holospora elegans","1","131567","2","","","","","","1224","","","","28211","","","","","1921002","","","","44746","","","","","","44747","","","","","431043","","","","",""
"49893","44747","species","Holospora obtusa","1","131567","2","","","","","","1224","","","","28211","","","","","1921002","","","","44746","","","","","","44747","","","","","49893","","","","",""
"616997","697025","species","Hoyosella altamirensis","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","","","","1762","","","","","","697025","","","","","616997","","","","",""
"639313","697025","species","Hoyosella subflava","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","","","","1762","","","","","","697025","","","","","639313","","","","",""
"427754","427753","species","Humibacter albus","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85023","","","","","","427753","","","","","427754","","","","",""
"154046","1649459","species","Hungatella hathewayi","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","31979","","","","","","1649459","","","","","154046","","","","",""
"394096","224455","species","Hyalangium minutum","1","131567","2","","","","","","1224","","","68525","28221","","","","","29","","","80811","39","","","","","","224455","","","","","394096","","","","",""
"243629","243627","species","Hydrocarboniphaga effusa","1","131567","2","","","","","","1224","","","","1236","","","","","1775403","","","","568386","","","","","","243627","","","","","243629","","","","",""
"1484","1609627","species","Hydrogenibacillus schlegelii","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186817","","","","","","1609627","","","","","1484","","","","",""
"392423","246263","species","Hydrogenivirga sp. 128-5-R1-1","1","131567","2","","","","","","200783","","","","187857","","","","","32069","","","","64898","","","","","","246263","","","","","392423","","","","",""
"940","939","species","Hydrogenobacter thermophilus","1","131567","2","","","","","","200783","","","","187857","","","","","32069","","","","64898","","","","","","939","","","","","940","","","","",""
"547146","168657","species","Hydrogenobaculum sp. SN","1","131567","2","","","","","","200783","","","","187857","","","","","32069","","","","64898","","","","","","168657","","","","","547146","","","","",""
"1763535","47420","species","Hydrogenophaga sp. LPB0072","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","80864","","","","","","47420","","","","","1763535","","","","",""
"1736490","47420","species","Hydrogenophaga sp. Root209","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","80864","","","","","","47420","","","","","1736490","","","","",""
"28885","28884","species","Hydrogenovibrio marinus","1","131567","2","","","","","","1224","","","","1236","","","","","72273","","","","135616","","","","","","28884","","","","","28885","","","","",""
"714549","1004300","species","Hydrotalea flava","1","131567","2","1783270","68336","","","","976","","","","1853228","","","","","1853229","","","","563835","","","","","","1004300","","","","","714549","","","","",""
"80880","232523","species","Hylemonella gracilis","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","80864","","","","","","232523","","","","","80880","","","","",""
"1385664","89966","species","Hymenobacter sp. DG25B","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","1853232","","","","","","89966","","","","","1385664","","","","",""
"1411621","89966","species","Hymenobacter sp. DG5B","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","1853232","","","","","","89966","","","","","1411621","","","","",""
"1484118","89966","species","Hymenobacter sp. PAMC 26628","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","1853232","","","","","","89966","","","","","1484118","","","","",""
"1112272","81","species","Hyphomicrobium sp. 802","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","45401","","","","","","81","","","","","1112272","","","","",""
"717785","81","species","Hyphomicrobium sp. MC1","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","45401","","","","","","81","","","","","717785","","","","",""
"48292","81","species","Hyphomicrobium zavarzinii","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","45401","","","","","","81","","","","","48292","","","","",""
"1690484","69658","species","Hyphomonadaceae bacterium UKL13-1","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","69657","69658","","","","","","","","","","1690484","","","","",""
"81029","85","species","Hyphomonas adhaerens","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","69657","","","","","","85","","","","","81029","","","","",""
"81032","85","species","Hyphomonas neptunium","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","69657","","","","","","85","","","","","81032","","","","",""
"1207058","85","species","Hyphomonas sp. L-53-1-40","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","69657","","","","","","85","","","","","1207058","","","","",""
"1280941","85","species","Hyphomonas sp. T16B2","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","69657","","","","","","85","","","","","1280941","","","","",""
"1547922","36862","species","Ideonella sakaiensis","1","131567","2","","","","","","1224","","","","28216","","","","","80840","119065","224471","","","","","","","","36862","","","","","1547922","","","","",""
"137716","36862","species","Ideonella sp. B508-1","1","131567","2","","","","","","1224","","","","28216","","","","","80840","119065","224471","","","","","","","","36862","","","","","137716","","","","",""
"135577","135575","species","Idiomarina loihiensis","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267893","","","","","","135575","","","","","135577","","","","",""
"431675","135575","species","Idiomarina sediminum","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267893","","","","","","135575","","","","","431675","","","","",""
"1298881","946227","species","Idiomarinaceae bacterium HL-53","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267893","946227","","","","","","","","","","1298881","","","","",""
"112009","112008","species","Ignatzschineria larvae","1","131567","2","","","","","","1224","","","","1236","118884","","","","","","","","","","","","","","112008","","","","","112009","","","","",""
"591197","795750","species","Ignavibacterium album","1","131567","2","1783270","68336","","","","1134404","","","","795747","","","","","795748","","","","795749","","","","","","795750","","","","","591197","","","","",""
"467094","682522","species","Ilumatobacter coccineus","1","131567","2","1783272","","","","","201174","","","","84992","","","","","84993","","","","84994","","","","","","682522","","","","","467094","","","","",""
"467093","682522","species","Ilumatobacter nonamiensis","1","131567","2","1783272","","","","","201174","","","","84992","","","","","84993","","","","84994","","","","","","682522","","","","","467093","","","","",""
"167642","167639","species","Ilyobacter polytropus","1","131567","2","","","","","","32066","","","","203490","","","","","203491","","","","203492","","","","","","167639","","","","","167642","","","","",""
"1165090","1165076","species","Imtechella halotolerans","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","1165076","","","","","1165090","","","","",""
"579922","647744","species","Indibacter alkaliphilus","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","563798","","","","","","647744","","","","","579922","","","","",""
"261299","1505657","species","Intestinibacter bartlettii","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186804","","","","","","1505657","","","","","261299","","","","",""
"1297617","1392389","species","Intestinimonas butyriciproducens","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","186813","","","","","","","","","1392389","","","","","1297617","","","","",""
"1673721","1392389","species","Intestinimonas sp. GD2","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","186813","","","","","","","","","1392389","","","","","1673721","","","","",""
"1380370","234440","species","Intrasporangiaceae bacterium URHB0013","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","234440","","","","","","","","","","1380370","","","","",""
"53358","53357","species","Intrasporangium calvum","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","53357","","","","","53358","","","","",""
"1386088","53357","species","Intrasporangium chromatireducens","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","53357","","","","","1386088","","","","",""
"372663","254250","species","Isoptericola dokdonensis","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85017","","","","","","254250","","","","","372663","","","","",""
"139208","254250","species","Isoptericola variabilis","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85017","","","","","","254250","","","","","139208","","","","",""
"128","127","species","Isosphaera pallida","1","131567","2","1783257","","","","","203682","","","","203683","","","","","112","","","","1763524","","","","","","127","","","","","128","","","","",""
"262209","53457","species","Janibacter melonis","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","53457","","","","","262209","","","","",""
"313589","53457","species","Janibacter sp. HTCC2649","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","53457","","","","","313589","","","","",""
"1736393","53457","species","Janibacter sp. Soil728","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","53457","","","","","1736393","","","","",""
"420998","188905","species","Jannaschia donghaensis","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","188905","","","","","420998","","","","",""
"282197","188905","species","Jannaschia rubra","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","188905","","","","","282197","","","","",""
"1236179","29580","species","Janthinobacterium sp. B9-8","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","75682","","","","","","29580","","","","","1236179","","","","",""
"1198452","29580","species","Janthinobacterium sp. HH01","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","75682","","","","","","29580","","","","","1198452","","","","",""
"1649647","29580","species","Janthinobacterium sp. KBS0711","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","75682","","","","","","29580","","","","","1649647","","","","",""
"504487","762551","species","Jejuia pallidilutea","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","762551","","","","","504487","","","","",""
"708126","1470540","species","Jeotgalibaca dankookensis","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","186828","","","","","","1470540","","","","","708126","","","","",""
"1508404","157226","species","Jeotgalibacillus malaysiensis","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186818","","","","","","157226","","","","","1508404","","","","",""
"86667","157226","species","Jeotgalibacillus marinus","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186818","","","","","","157226","","","","","86667","","","","",""
"889306","157226","species","Jeotgalibacillus soli Cunha et al. 2012","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186818","","","","","","157226","","","","","889306","","","","",""
"516700","227979","species","Jeotgalicoccus marinus","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","90964","","","","","","227979","","","","","516700","","","","",""
"157228","227979","species","Jeotgalicoccus psychrophilus","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","90964","","","","","","227979","","","","","157228","","","","",""
"1461582","227979","species","Jeotgalicoccus sp. 13MG44_air","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","90964","","","","","","227979","","","","","1461582","","","","",""
"43995","43994","species","Johnsonella ignava","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","","","","","","43994","","","","","43995","","","","",""
"43674","43673","species","Jonesia denitrificans","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85022","","","","","","43673","","","","","43674","","","","",""
"262806","43673","species","Jonesia quinghaiensis","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85022","","","","","","43673","","","","","262806","","","","",""
"428712","428711","species","Jonquetella anthropi","1","131567","2","","","","","","508458","","","","649775","","","","","649776","","","","649777","","","","","","428711","","","","","428712","","","","",""
"1111126","428711","species","Jonquetella sp. BV3C21","1","131567","2","","","","","","508458","","","","649775","","","","","649776","","","","649777","","","","","","428711","","","","","1111126","","","","",""
"453852","453850","species","Joostella marina","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","453850","","","","","453852","","","","",""
"166954","166953","species","Kaistia adipata","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","82115","","","","","","166953","","","","","166954","","","","",""
"363259","166953","species","Kaistia granuli","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","82115","","","","","","166953","","","","","363259","","","","",""
"1686287","1472763","species","Kallipyga gabonensis","1","131567","2","1783272","","","","","1239","","","","1737404","1737407","","","","","","","","","","","","","","1472763","","","","","1686287","","","","",""
"331992","1501433","species","Kamptonema formosum","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1150","","","","1892252","","","","","","1501433","","","","","331992","","","","",""
"1630","1279388","species","Kandleria vitulina","1","131567","2","1783272","","","","","1239","","","","526524","","","","","526525","","","","128827","","","","","","1279388","","","","","1630","","","","",""
"261965","261963","species","Kangiella aquimarina","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","1920240","","","","","","261963","","","","","261965","","","","",""
"261964","261963","species","Kangiella koreensis","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","1920240","","","","","","261963","","","","","261964","","","","",""
"1144748","261963","species","Kangiella sediminilitoris","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","1920240","","","","","","261963","","","","","1144748","","","","",""
"206506","257820","species","Kerstersia gyiorum","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","506","","","","","","257820","","","","","206506","","","","",""
"92945","92944","species","Ketogulonicigenium vulgare","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","92944","","","","","92945","","","","",""
"860235","2029","species","Kibdelosporangium phytohabitans","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85010","","","","2070","","","","","","2029","","","","","860235","","","","",""
"1549748","454159","species","Kiloniella litopenaei","1","131567","2","","","","","","1224","","","","28211","","","","","597358","","","","597359","","","","","","454159","","","","","1549748","","","","",""
"1489064","454159","species","Kiloniella spongiae","1","131567","2","","","","","","1224","","","","28211","","","","","597358","","","","597359","","","","","","454159","","","","","1489064","","","","",""
"131568","33981","species","Kineococcus radiotolerans","1","131567","2","1783272","","","","","201174","","","","1760","","","","","622452","","","","83778","","","","","","33981","","","","","131568","","","","",""
"49185","49184","species","Kineosporia aurantiaca","1","131567","2","1783272","","","","","201174","","","","1760","","","","","622452","","","","83778","","","","","","49184","","","","","49185","","","","",""
"233181","33055","species","Kinetoplastibacterium blastocrithidii","1","131567","2","","","","","","1224","","","","28216","119066","","","","","","","","","","","","","","33055","","","","","233181","","","","",""
"502","32257","species","Kingella denitrificans","1","131567","2","","","","","","1224","","","","28216","","","","","206351","","","","481","","","","","","32257","","","","","502","","","","",""
"504","32257","species","Kingella kingae","1","131567","2","","","","","","1224","","","","28216","","","","","206351","","","","481","","","","","","32257","","","","","504","","","","",""
"1444769","2063","species","Kitasatospora sp. MBT66","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85011","","","","2062","","","","","","2063","","","","","1444769","","","","",""
"1134687","570","species","Klebsiella michiganensis","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","570","","","","","1134687","","","","",""
"573","570","species","Klebsiella pneumoniae","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","570","","","","","573","","","","",""
"580","579","species","Kluyvera cryocrescens","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","579","","","","","580","","","","",""
"61648","579","species","Kluyvera intermedia","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","579","","","","","61648","","","","",""
"1736394","136099","species","Knoellia sp. Soil729","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","136099","","","","","1736394","","","","",""
"184882","136099","species","Knoellia subterranea","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","136099","","","","","184882","","","","",""
"446860","57493","species","Kocuria flava","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","1268","","","","","","57493","","","","","446860","","","","",""
"72000","57493","species","Kocuria rhizophila","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","1268","","","","","","57493","","","","","72000","","","","",""
"28448","1434011","species","Komagataeibacter xylinus","1","131567","2","","","","","","1224","","","","28211","","","","","204441","","","","433","","","","","","1434011","","","","","28448","","","","",""
"221066","221065","species","Kordia algicida","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","221065","","","","","221066","","","","",""
"1348245","221065","species","Kordia jejudonensis","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","221065","","","","","1348245","","","","",""
"1620405","221065","species","Kordia zhangzhouensis","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","221065","","","","","1620405","","","","",""
"637679","288021","species","Kordiimonas lacus","1","131567","2","","","","","","1224","","","","28211","","","","","362534","","","","1331809","","","","","","288021","","","","","637679","","","","",""
"1662421","288021","species","Kordiimonas lipolytica","1","131567","2","","","","","","1224","","","","28211","","","","","362534","","","","1331809","","","","","","288021","","","","","1662421","","","","",""
"497725","1330547","species","Kosakonia oryzae","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","1330547","","","","","497725","","","","",""
"1158459","1330547","species","Kosakonia sacchari","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","1330547","","","","","1158459","","","","",""
"688066","651456","species","Kosmotoga arenicorallina","1","131567","2","","","","","","200918","","","","188708","","","","","1643946","","","","1643948","","","","","","651456","","","","","688066","","","","",""
"651457","651456","species","Kosmotoga olearia","1","131567","2","","","","","","200918","","","","188708","","","","","1643946","","","","1643948","","","","","","651456","","","","","651457","","","","",""
"1330330","651456","species","Kosmotoga pacifica","1","131567","2","","","","","","200918","","","","188708","","","","","1643946","","","","1643948","","","","","","651456","","","","","1330330","","","","",""
"153496","153497","species","Kozakia baliensis","1","131567","2","","","","","","1224","","","","28211","","","","","204441","","","","433","","","","","","153497","","","","","153496","","","","",""
"331526","331525","species","Kribbia dieselivorans","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","331525","","","","","331526","","","","",""
"363277","363276","species","Ktedonobacter racemifer","1","131567","2","1783272","","","","","200795","","","","388447","","","","","388448","","","","388449","","","","","","363276","","","","","363277","","","","",""
"1421019","1649","species","Kurthia huakuii","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186818","","","","","","1649","","","","","1421019","","","","",""
"1750719","1649","species","Kurthia sp. 11kri321","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186818","","","","","","1649","","","","","1750719","","","","",""
"504092","504090","species","Kushneria aurantia","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","28256","","","","","","504090","","","","","504092","","","","",""
"345341","43356","species","Kutzneria sp. 744","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85010","","","","2070","","","","","","43356","","","","","345341","","","","",""
"33943","1129704","species","Kyrpidia tusciae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186823","","","","","","1129704","","","","","33943","","","","",""
"1276","57499","species","Kytococcus sedentarius","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","145357","","","","","","57499","","","","","1276","","","","",""
"1391654","1524217","species","Labilithrix luteola","1","131567","2","","","","","","1224","","","68525","28221","","","","","29","","","80812","1524216","","","","","","1524217","","","","","1391654","","","","",""
"187304","478070","species","Labrenzia aggregata","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","478070","","","","","187304","","","","",""
"311410","478070","species","Labrenzia alba","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","478070","","","","","311410","","","","",""
"388408","478070","species","Labrenzia alexandrii","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","478070","","","","","388408","","","","",""
"1674922","478070","species","Labrenzia sp. CP4","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","478070","","","","","1674922","","","","",""
"1737983","204476","species","Labrys sp. WJW","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","335928","","","","","","204476","","","","","1737983","","","","",""
"37482","292635","species","Laceyella sacchari","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186824","","","","","","292635","","","","","37482","","","","",""
"467210","1164882","species","Lachnoanaerobaculum saburreum","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","","","","","","1164882","","","","","467210","","","","",""
"140626","140625","species","Lachnobacterium bovis","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","","","","","","140625","","","","","140626","","","","",""
"66219","1506553","species","Lachnoclostridium phytofermentans","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","","","","","","1506553","","","","","66219","","","","",""
"28051","28050","species","Lachnospira multipara","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","","","","","","28050","","","","","28051","","","","",""
"28052","28050","species","Lachnospira pectinoschiza","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","","","","","","28050","","","","","28052","","","","",""
"1392494","186928","species","Lachnospiraceae bacterium AC2012","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","186928","","","","","","","","","","1392494","","","","",""
"1392493","186928","species","Lachnospiraceae bacterium AC2031","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","186928","","","","","","","","","","1392493","","","","",""
"1410630","186928","species","Lachnospiraceae bacterium P6A3","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","186928","","","","","","","","","","1410630","","","","",""
"1526571","1751872","species","Lacimicrobium alkaliphilum","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","72275","","","","","","1751872","","","","","1526571","","","","",""
"1469557","291183","species","Lacinutrix jangbogonensis","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","291183","","","","","1469557","","","","",""
"983544","291183","species","Lacinutrix sp. 5H-3-7-4","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","291183","","","","","983544","","","","",""
"1249999","291183","species","Lacinutrix sp. Hel_I_90","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","291183","","","","","1249999","","","","",""
"515351","633405","species","Lacticigenium naphtae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","186828","","","","","","633405","","","","","515351","","","","",""
"1597","655183","species","Lactobacillus paracasei","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","33958","","","","","","1578","","","655183","","1597","","","","",""
"1590","1578","species","Lactobacillus plantarum","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","33958","","","","","","1578","","","","","1590","","","","",""
"1626","1578","species","Lactobacillus sharpeae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","33958","","","","","","1578","","","","","1626","","","","",""
"451457","1357","species","Lactococcus chungangensis","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","1300","","","","","","1357","","","","","451457","","","","",""
"1358","1357","species","Lactococcus lactis","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","1300","","","","","","1357","","","","","1358","","","","",""
"1610491","198705","species","Lampropedia cohaerens","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","80864","","","","","","198705","","","","","1610491","","","","",""
"168471","168470","species","Laribacter hongkongensis","1","131567","2","","","","","","1224","","","","28216","","","","","206351","","","","1499392","","","","","","168470","","","","","168471","","","","",""
"1703781","910046","species","Latescibacteria bacterium DG_63","1","131567","2","1783270","","","","","74015","910046","","","","","","","","","","","","","","","","","","","","","","","1703781","","","","",""
"47671","47670","species","Lautropia mirabilis","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","119060","","","","","","47670","","","","","47671","","","","",""
"1528099","1847725","species","Lawsonella clevelandensis","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","697024","","","","","","","","","1847725","","","","","1528099","","","","",""
"29546","41707","species","Lawsonia intracellularis","1","131567","2","","","","","","1224","","","68525","28221","","","","","213115","","","","194924","","","","","","41707","","","","","29546","","","","",""
"316068","319458","species","Leadbetterella byssophila","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","89373","","","","","","319458","","","","","316068","","","","",""
"1605367","319458","species","Leadbetterella sp. JN14-9","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","89373","","","","","","319458","","","","","1605367","","","","",""
"990068","267989","species","Lebetimonas sp. JH292","1","131567","2","","","","","","1224","","","68525","29547","","","","","235899","","","","224467","","","","","","267989","","","","","990068","","","","",""
"1628210","83654","species","Leclercia sp. LK8","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","83654","","","","","1628210","","","","",""
"356662","650341","species","Leeia oryzae","1","131567","2","","","","","","1224","","","","28216","","","","","206351","","","","1499392","","","","","","650341","","","","","356662","","","","",""
"360293","283735","species","Leeuwenhoekiella blandensis","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","283735","","","","","360293","","","","",""
"1392488","283735","species","Leeuwenhoekiella sp. Hel_I_48","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","283735","","","","","1392488","","","","",""
"1392489","283735","species","Leeuwenhoekiella sp. MAR_2009_132","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","283735","","","","","1392489","","","","",""
"455","445","species","Legionella jamestowniensis","1","131567","2","","","","","","1224","","","","1236","","","","","118969","","","","444","","","","","","445","","","","","455","","","","",""
"446","445","species","Legionella pneumophila","1","131567","2","","","","","","1224","","","","1236","","","","","118969","","","","444","","","","","","445","","","","","446","","","","",""
"1750561","445","species","Legionella sp. LH-SWC","1","131567","2","","","","","","1224","","","","1236","","","","","118969","","","","444","","","","","","445","","","","","1750561","","","","",""
"1736337","110932","species","Leifsonia sp. Leaf325","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85023","","","","","","110932","","","","","1736337","","","","",""
"1736567","110932","species","Leifsonia sp. Root60","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85023","","","","","","110932","","","","","1736567","","","","",""
"1575","110932","species","Leifsonia xyli","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85023","","","","","","110932","","","","","1575","","","","",""
"1396826","191028","species","Leisingera aquaemixtae","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","191028","","","","","1396826","","","","",""
"476529","191028","species","Leisingera aquimarina","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","191028","","","","","476529","","","","",""
"133924","191028","species","Leisingera methylohalidivorans","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","191028","","","","","133924","","","","",""
"61646","1330545","species","Lelliottia amnigena","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","1330545","","","","","61646","","","","",""
"1472767","175304","species","Lentibacillus amyloliquefaciens","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186817","","","","","","175304","","","","","1472767","","","","",""
"558169","175304","species","Lentibacillus jeotgali","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186817","","","","","","175304","","","","","558169","","","","",""
